Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
01-9TZK,RoTTA,,,,,,,,,,4,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
01-9TZK,RoTTA,,,,,,,,,,5,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
01-9TZK,RoTTA,,,,,,,,,,6,29,18,0.6206896551724138,11.0,0.3793103448275862,0.6206896551724138,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
01-9TZK,NOTE,,,,,,,,,,0,64,53,0.828125,11.0,0.171875,0.828125,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5814658403396606,,
01-9TZK,NOTE,,,,,,,,,,1,64,23,0.359375,41.0,0.640625,0.640625,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.536642849445343,,
01-9TZK,NOTE,,,,,,,,,,2,64,28,0.4375,36.0,0.5625,0.5625,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5389367938041687,,
01-9TZK,NOTE,,,,,,,,,,3,64,30,0.46875,34.0,0.53125,0.53125,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5197535753250122,,
01-9TZK,NOTE,,,,,,,,,,4,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5297898054122925,,
01-9TZK,NOTE,,,,,,,,,,5,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5227046608924866,,
01-9TZK,NOTE,,,,,,,,,,6,29,18,0.6206896551724138,11.0,0.3793103448275862,0.6206896551724138,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
01-9TZK,DELTA,,,,,,,,,,0,64,53,0.828125,11.0,0.171875,0.828125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2593497931957245,3.0
01-9TZK,DELTA,,,,,,,,,,1,64,23,0.359375,41.0,0.640625,0.640625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11618886142969131,34.0
01-9TZK,DELTA,,,,,,,,,,2,64,28,0.4375,36.0,0.5625,0.5625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21016371250152588,12.0
01-9TZK,DELTA,,,,,,,,,,3,64,30,0.46875,34.0,0.53125,0.53125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10349007695913315,48.0
01-9TZK,DELTA,,,,,,,,,,4,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10643291473388672,50.0
01-9TZK,DELTA,,,,,,,,,,5,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14774645864963531,37.0
01-9TZK,DELTA,,,,,,,,,,6,29,18,0.6206896551724138,11.0,0.3793103448275862,0.6206896551724138,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15588055551052094,20.0
02-9TZO,EMATent,0.9355819225311279,0.9355819225311279,0.7291039824485779,1.0,0.21932542324066162,0.5,0.2806745767593384,0.0,0.0,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,EMATent,0.8467435240745544,0.8467435240745544,0.852523148059845,1.0,0.24597694277763368,0.5,0.25402305722236634,0.0,0.0,1,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,EMATent,0.8216107487678528,0.8216107487678528,0.7897821664810181,1.0,0.2535167753696442,0.5,0.24648322463035582,0.0,0.0,2,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,EMATent,0.9972255825996399,0.9972255825996399,0.7596014142036438,1.0,0.20083232522010805,0.5,0.299167674779892,0.0,0.0,3,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,EMATent,0.9100354313850403,0.9100354313850403,0.7796369791030884,1.0,0.22698937058448793,0.5,0.2730106294155121,0.0,0.0,4,64,40,0.625,24.0,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,EMATent,0.9914015531539917,0.9914015531539917,0.833021879196167,1.0,0.2025795340538025,0.5,0.2974204659461975,0.0,0.0,5,64,37,0.578125,27.0,0.421875,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,EMATent,0.8852737545967102,0.8852737545967102,0.8807320594787598,1.0,0.23441787362098696,0.5,0.2655821263790131,0.0,0.0,6,29,0,0.0,29.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,0.17346884310245514,0.9355819225311279,0.9355819225311279,0.762113094329834,0.4505742585899831,0.2687511646506785,0.2806745767593384,0.3736155514147087,59.87724304199219,0.19999999999999996,1.0,0.49098849296569824,0.2,0.0,1.0,33.0,0.515625,31.0,0.484375,0.515625,2.0,0.15625,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,1,64,21,0.328125,43.0,0.671875,0.671875,2,0.2915949821472168,0.8218922019004822,0.8218922019004822,0.5302972197532654,0.3129057906104345,0.4405265488194208,0.24656766057014465,0.5846929123758882,112.47834396362305,0.19999999999999996,1.0,0.473275363445282,0.2,0.0,1.0,49.0,0.765625,15.0,0.234375,0.765625,2.0,0.171875,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,2,64,21,0.328125,43.0,0.671875,0.671875,2,0.12603770196437836,0.6755292415618896,0.6755292415618896,0.5494915246963501,0.2362241267812758,0.5611171007501573,0.2026587724685669,0.7037352157085552,155.71221542358398,0.19999999999999996,1.0,0.4411134421825409,0.2,0.0,1.0,41.0,0.640625,23.0,0.359375,0.640625,2.0,0.171875,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,3,64,21,0.328125,43.0,0.671875,0.671875,2,0.33491411805152893,0.9947988986968994,0.9947988986968994,0.6598848104476929,0.12639422160053584,0.5751661087903943,0.2984396696090698,0.8198384142813416,219.37934494018555,0.19999999999999996,1.0,0.5112525224685669,0.2,0.0,1.0,35.0,0.546875,29.0,0.453125,0.546875,2.0,0.171875,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,4,64,40,0.625,24.0,0.375,0.625,2,0.2613193094730377,0.9477337598800659,0.9477337598800659,0.6864144802093506,0.08027553853652597,0.6354043334994544,0.2843201279640198,0.8878331755954565,280.03430557250977,0.19999999999999996,1.0,0.5067951679229736,0.2,0.0,1.0,21.0,0.328125,43.0,0.671875,0.671875,2.0,0.125,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,5,64,37,0.578125,27.0,0.421875,0.578125,2,0.479822039604187,0.993452787399292,0.993452787399292,0.513630747795105,0.04791305182509966,0.6540511119551128,0.2980358362197876,0.9317443050552914,343.61528396606445,0.19999999999999996,1.0,0.4118495583534241,0.2,0.0,1.0,31.0,0.484375,33.0,0.515625,0.515625,2.0,0.078125,,,,,,,
02-9TZO,DynaMixEMATent,,,,,,,,,,6,29,0,0.0,29.0,1.0,1.0,1,0.4084916114807129,0.8769746422767639,0.8769746422767639,0.468483030796051,0.0412346345549229,0.695672972762048,0.26309239268302914,0.9440436845196166,369.0475485920906,0.19999999999999996,1.0,0.4333866834640503,0.2,0.0,1.0,15.0,0.5172413793103449,14.0,0.4827586206896552,0.5172413793103449,2.0,0.5,,,,,,,
02-9TZO,TEMA,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,TEMA,,,,,,,,,,1,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,TEMA,,,,,,,,,,2,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,TEMA,,,,,,,,,,3,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,TEMA,,,,,,,,,,4,64,40,0.625,24.0,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,TEMA,,,,,,,,,,5,64,37,0.578125,27.0,0.421875,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,TEMA,,,,,,,,,,6,29,0,0.0,29.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-9TZO,DUA,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
02-9TZO,DUA,,,,,,,,,,1,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
02-9TZO,DUA,,,,,,,,,,2,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
02-9TZO,DUA,,,,,,,,,,3,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
02-9TZO,DUA,,,,,,,,,,4,64,40,0.625,24.0,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
02-9TZO,DUA,,,,,,,,,,5,64,37,0.578125,27.0,0.421875,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,0.07398697810559998,,,,,,
02-9TZO,DUA,,,,,,,,,,6,29,0,0.0,29.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,0.06984775941926398,,,,,,
02-9TZO,RoTTA,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,
02-9TZO,RoTTA,,,,,,,,,,1,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
02-9TZO,RoTTA,,,,,,,,,,2,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
02-9TZO,RoTTA,,,,,,,,,,3,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
02-9TZO,RoTTA,,,,,,,,,,4,64,40,0.625,24.0,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
02-9TZO,RoTTA,,,,,,,,,,5,64,37,0.578125,27.0,0.421875,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
02-9TZO,RoTTA,,,,,,,,,,6,29,0,0.0,29.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
02-9TZO,NOTE,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5633756518363953,,
02-9TZO,NOTE,,,,,,,,,,1,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5391521453857422,,
02-9TZO,NOTE,,,,,,,,,,2,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4636310935020447,,
02-9TZO,NOTE,,,,,,,,,,3,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5722026824951172,,
02-9TZO,NOTE,,,,,,,,,,4,64,40,0.625,24.0,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5719462633132935,,
02-9TZO,NOTE,,,,,,,,,,5,64,37,0.578125,27.0,0.421875,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5311388969421387,,
02-9TZO,NOTE,,,,,,,,,,6,29,0,0.0,29.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
02-9TZO,DELTA,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2595953047275543,7.0
02-9TZO,DELTA,,,,,,,,,,1,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05153187736868858,57.0
02-9TZO,DELTA,,,,,,,,,,2,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17516465485095978,21.0
02-9TZO,DELTA,,,,,,,,,,3,64,21,0.328125,43.0,0.671875,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09530860185623169,48.0
02-9TZO,DELTA,,,,,,,,,,4,64,40,0.625,24.0,0.375,0.625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20104119181632996,24.0
02-9TZO,DELTA,,,,,,,,,,5,64,37,0.578125,27.0,0.421875,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08234064280986786,24.0
02-9TZO,DELTA,,,,,,,,,,6,29,0,0.0,29.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1403724104166031,21.0
03-9U4C,EMATent,0.901460587978363,0.901460587978363,0.8200430870056152,1.0,0.2295618236064911,0.5,0.2704381763935089,0.0,0.0,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,EMATent,0.9999138116836548,0.9999138116836548,0.7814289927482605,1.0,0.20002585649490356,0.5,0.29997414350509644,0.0,0.0,1,64,56,0.875,8.0,0.125,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,EMATent,0.9976403713226318,0.9976403713226318,0.753618597984314,1.0,0.20070788860321045,0.5,0.2992921113967895,0.0,0.0,2,64,32,0.5,32.0,0.5,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,EMATent,0.9940679669380188,0.9940679669380188,0.8249847888946533,1.0,0.20177960991859437,0.5,0.2982203900814056,0.0,0.0,3,64,28,0.4375,36.0,0.5625,0.5625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,EMATent,0.9653630256652832,0.9653630256652832,0.775335967540741,1.0,0.21039109230041506,0.5,0.28960890769958497,0.0,0.0,4,64,54,0.84375,10.0,0.15625,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,EMATent,0.9392411708831787,0.9392411708831787,0.7929856181144714,1.0,0.2182276487350464,0.5,0.2817723512649536,0.0,0.0,5,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,EMATent,0.9576566815376282,0.9576566815376282,0.8220317363739014,1.0,0.21270299553871155,0.5,0.2872970044612884,0.0,0.0,6,29,29,1.0,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,0.31437981128692627,0.901460587978363,0.901460587978363,0.5870807766914368,0.46484955625408336,0.26471226735240777,0.2704381763935089,0.36283733439318155,57.693477630615234,0.19999999999999996,1.0,0.3942398428916931,0.2,0.0,1.0,48.0,0.75,16.0,0.25,0.75,2.0,0.15625,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,1,64,56,0.875,8.0,0.125,0.875,2,0.25062671303749084,0.9979028701782227,0.9979028701782227,0.7472761273384094,0.27104828331853853,0.4295808556279947,0.2993708610534668,0.613135868533691,121.55926132202148,0.19999999999999996,1.0,0.4501546323299408,0.2,0.0,1.0,33.0,0.515625,31.0,0.484375,0.515625,2.0,0.375,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,2,64,32,0.5,32.0,0.5,0.5,2,0.22687847912311554,0.956024706363678,0.956024706363678,0.7291462421417236,0.17106736241882675,0.54212522567207,0.28680741190910336,0.7601386143443429,182.74484252929688,0.19999999999999996,1.0,0.502099871635437,0.2,0.0,1.0,34.0,0.53125,30.0,0.46875,0.53125,2.0,0.0,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,3,64,28,0.4375,36.0,0.5625,0.5625,2,0.345294326543808,0.9999480843544006,0.9999480843544006,0.6546537280082703,0.1018432085881605,0.5981723661055193,0.2999844253063202,0.8545129390403547,246.74151992797852,0.19999999999999996,1.0,0.47050654888153076,0.2,0.0,1.0,29.0,0.453125,35.0,0.546875,0.546875,2.0,0.0625,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,4,64,54,0.84375,10.0,0.15625,0.84375,2,0.30852824449539185,0.9661197662353516,0.9661197662353516,0.6575915217399597,0.063737177112533,0.6464268930168615,0.28983592987060547,0.9102500678457024,308.573184967041,0.19999999999999996,1.0,0.45959919691085815,0.2,0.0,1.0,38.0,0.59375,26.0,0.40625,0.59375,2.0,0.34375,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,5,64,42,0.65625,22.0,0.34375,0.65625,2,0.30813899636268616,0.9108569025993347,0.9108569025993347,0.602717936038971,0.04136422394112773,0.685378705279072,0.2732570707798004,0.9430827294246786,366.86802673339844,0.19999999999999996,1.0,0.5403757095336914,0.2,0.0,1.0,27.0,0.421875,37.0,0.578125,0.578125,2.0,0.15625,,,,,,,
03-9U4C,DynaMixEMATent,,,,,,,,,,6,29,29,1.0,,,1.0,1,0.4285917282104492,0.9698541760444641,0.9698541760444641,0.5412624478340149,0.03239578046238579,0.6766479667242751,0.2909562528133392,0.9543106041186802,394.9937978386879,0.19999999999999996,1.0,0.42829203605651855,0.2,0.0,1.0,13.0,0.4482758620689655,16.0,0.5517241379310345,0.5517241379310345,2.0,0.0,,,,,,,
03-9U4C,TEMA,,,,,,,,,,0,64,42,0.65625,22.0,0.34375,0.65625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,TEMA,,,,,,,,,,1,64,56,0.875,8.0,0.125,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,TEMA,,,,,,,,,,2,64,32,0.5,32.0,0.5,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,TEMA,,,,,,,,,,3,64,28,0.4375,36.0,0.5625,0.5625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-9U4C,TEMA,,,,,,,,,,4,64,54,0.84375,10.0,0.15625,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
